"TIME","GEO","SPDEPS","UNIT","Value","Flag and Footnotes"
"2009","Bulgaria","Other expenditure","Euro per inhabitant (at constant 2010 prices)","6.51",""
"2009","Bulgaria","Other expenditure","Million units of national currency","92.26",""
"2009","Bulgaria","Other expenditure","Percentage of gross domestic product (GDP)","0.1",""
"2009","Bulgaria","Other expenditure","Percentage of total expenditure","0.78",""
"2009","Bulgaria","Sickness/Health care","Million euro","1,370.05",""
"2009","Bulgaria","Sickness/Health care","Million euro (at constant 2010 prices)","1,408.44",""
"2009","Bulgaria","Sickness/Health care","Euro per inhabitant","184.04",""
"2009","Bulgaria","Sickness/Health care","Euro per inhabitant (at constant 2010 prices)","189.19",""
"2009","Bulgaria","Sickness/Health care","Million units of national currency","2,679.54",""
"2009","Bulgaria","Sickness/Health care","Percentage of gross domestic product (GDP)","3.7",""
"2009","Bulgaria","Sickness/Health care","Percentage of total expenditure","22.78",""
"2009","Czech Republic","Total expenditure","Million euro","29,887.53",""
"2009","Czech Republic","Total expenditure","Million euro (at constant 2010 prices)","31,378.65",""
"2009","Czech Republic","Total expenditure","Euro per inhabitant","2,861.71",""
"2009","Czech Republic","Total expenditure","Euro per inhabitant (at constant 2010 prices)","3,004.48",""
"2009","Czech Republic","Total expenditure","Million units of national currency","790,076.93",""
"2009","Czech Republic","Total expenditure","Percentage of gross domestic product (GDP)","20.1",""
"2009","Czech Republic","Total expenditure","Percentage of total expenditure","100.00",""
"2009","Czech Republic","Social protection benefits","Million euro","28,979.00",""
"2009","Czech Republic","Social protection benefits","Million euro (at constant 2010 prices)","30,424.79",""
"2009","Czech Republic","Social protection benefits","Euro per inhabitant","2,774.72",""
"2009","Czech Republic","Social protection benefits","Euro per inhabitant (at constant 2010 prices)","2,913.15",""
"2009","Czech Republic","Social protection benefits","Million units of national currency","766,059.93",""
"2009","Czech Republic","Social protection benefits","Percentage of gross domestic product (GDP)","19.5",""
"2009","Czech Republic","Social protection benefits","Percentage of total expenditure","96.96",""
"2009","Czech Republic","Administration costs","Million euro","908.53","e"
"2009","Czech Republic","Administration costs","Million euro (at constant 2010 prices)","953.86","e"
"2009","Czech Republic","Administration costs","Euro per inhabitant","86.99","e"
"2009","Czech Republic","Administration costs","Euro per inhabitant (at constant 2010 prices)","91.33","e"
"2009","Czech Republic","Administration costs","Million units of national currency","24,017.00","e"
"2009","Czech Republic","Administration costs","Percentage of gross domestic product (GDP)","0.6","e"
"2009","Czech Republic","Administration costs","Percentage of total expenditure","3.04","e"
"2009","Czech Republic","Other expenditure","Million euro","0.00",""
"2009","Czech Republic","Other expenditure","Million euro (at constant 2010 prices)","0.00",""
"2009","Czech Republic","Other expenditure","Euro per inhabitant","0.00",""
"2009","Czech Republic","Other expenditure","Euro per inhabitant (at constant 2010 prices)","0.00",""
"2009","Czech Republic","Other expenditure","Million units of national currency","0.00",""
"2009","Czech Republic","Other expenditure","Percentage of gross domestic product (GDP)","0.0",""
"2009","Czech Republic","Other expenditure","Percentage of total expenditure","0.00",""
"2009","Czech Republic","Sickness/Health care","Million euro","9,050.66",""
"2009","Czech Republic","Sickness/Health care","Million euro (at constant 2010 prices)","9,502.21",""
"2009","Czech Republic","Sickness/Health care","Euro per inhabitant","866.60",""
"2009","Czech Republic","Sickness/Health care","Euro per inhabitant (at constant 2010 prices)","909.83",""
"2009","Czech Republic","Sickness/Health care","Million units of national currency","239,254.32",""
"2009","Czech Republic","Sickness/Health care","Percentage of gross domestic product (GDP)","6.1",""
"2009","Czech Republic","Sickness/Health care","Percentage of total expenditure","30.28",""
"2009","Denmark","Total expenditure","Million euro","75,573.10",""
"2009","Denmark","Total expenditure","Million euro (at constant 2010 prices)","77,076.09",""
"2009","Denmark","Total expenditure","Euro per inhabitant","13,683.11",""
"2009","Denmark","Total expenditure","Euro per inhabitant (at constant 2010 prices)","13,955.23",""
"2009","Denmark","Total expenditure","Million units of national currency","562,732.44",""
"2009","Denmark","Total expenditure","Percentage of gross domestic product (GDP)","32.7",""
"2009","Denmark","Total expenditure","Percentage of total expenditure","100.00",""
"2009","Denmark","Social protection benefits","Million euro","73,069.62",""
"2009","Denmark","Social protection benefits","Million euro (at constant 2010 prices)","74,522.81",""
"2009","Denmark","Social protection benefits","Euro per inhabitant","13,229.83",""
"2009","Denmark","Social protection benefits","Euro per inhabitant (at constant 2010 prices)","13,492.94",""
"2009","Denmark","Social protection benefits","Million units of national currency","544,090.98",""
"2009","Denmark","Social protection benefits","Percentage of gross domestic product (GDP)","31.6",""
"2009","Denmark","Social protection benefits","Percentage of total expenditure","96.69",""
"2009","Denmark","Administration costs","Million euro","2,503.49",""
"2009","Denmark","Administration costs","Million euro (at constant 2010 prices)","2,553.28",""
"2009","Denmark","Administration costs","Euro per inhabitant","453.28",""
"2009","Denmark","Administration costs","Euro per inhabitant (at constant 2010 prices)","462.29",""
"2009","Denmark","Administration costs","Million units of national currency","18,641.46",""
"2009","Denmark","Administration costs","Percentage of gross domestic product (GDP)","1.1",""
"2009","Denmark","Administration costs","Percentage of total expenditure","3.31",""
"2009","Denmark","Other expenditure","Million euro","0.00",""
"2009","Denmark","Other expenditure","Million euro (at constant 2010 prices)","0.00",""
"2009","Denmark","Other expenditure","Euro per inhabitant","0.00",""
"2009","Denmark","Other expenditure","Euro per inhabitant (at constant 2010 prices)","0.00",""
"2009","Denmark","Other expenditure","Million units of national currency","0.00",""
"2009","Denmark","Other expenditure","Percentage of gross domestic product (GDP)","0.0",""
"2009","Denmark","Other expenditure","Percentage of total expenditure","0.00",""
"2009","Denmark","Sickness/Health care","Million euro","15,997.65",""
"2009","Denmark","Sickness/Health care","Million euro (at constant 2010 prices)","16,315.80",""
"2009","Denmark","Sickness/Health care","Euro per inhabitant","2,896.50",""
"2009","Denmark","Sickness/Health care","Euro per inhabitant (at constant 2010 prices)","2,954.11",""
"2009","Denmark","Sickness/Health care","Million units of national currency","119,121.67",""
"2009","Denmark","Sickness/Health care","Percentage of gross domestic product (GDP)","6.9",""
"2009","Denmark","Sickness/Health care","Percentage of total expenditure","21.17",""
"2009","Germany (until 1990 former territory of the FRG)","Total expenditure","Million euro","751,094.16",""
"2009","Germany (until 1990 former territory of the FRG)","Total expenditure","Million euro (at constant 2010 prices)","765,266.90",""
"2009","Germany (until 1990 former territory of the FRG)","Total expenditure","Euro per inhabitant","9,170.61",""
"2009","Germany (until 1990 former territory of the FRG)","Total expenditure","Euro per inhabitant (at constant 2010 prices)","9,343.66",""
"2009","Germany (until 1990 former territory of the FRG)","Total expenditure","Million units of national currency","751,094.16",""
"2009","Germany (until 1990 former territory of the FRG)","Total expenditure","Percentage of gross domestic product (GDP)","30.5",""
"2009","Germany (until 1990 former territory of the FRG)","Total expenditure","Percentage of total expenditure","100.00",""
"2009","Germany (until 1990 former territory of the FRG)","Social protection benefits","Million euro","717,849.36",""
"2009","Germany (until 1990 former territory of the FRG)","Social protection benefits","Million euro (at constant 2010 prices)","731,394.79",""
"2009","Germany (until 1990 former territory of the FRG)","Social protection benefits","Euro per inhabitant","8,764.70",""
"2009","Germany (until 1990 former territory of the FRG)","Social protection benefits","Euro per inhabitant (at constant 2010 prices)","8,930.09",""
"2009","Germany (until 1990 former territory of the FRG)","Social protection benefits","Million units of national currency","717,849.36",""
"2009","Germany (until 1990 former territory of the FRG)","Social protection benefits","Percentage of gross domestic product (GDP)","29.2",""
"2009","Germany (until 1990 former territory of the FRG)","Social protection benefits","Percentage of total expenditure","95.57",""
"2009","Germany (until 1990 former territory of the FRG)","Administration costs","Million euro","30,089.20",""
"2009","Germany (until 1990 former territory of the FRG)","Administration costs","Million euro (at constant 2010 prices)","30,656.97",""
"2009","Germany (until 1990 former territory of the FRG)","Administration costs","Euro per inhabitant","367.38",""
"2009","Germany (until 1990 former territory of the FRG)","Administration costs","Euro per inhabitant (at constant 2010 prices)","374.31",""
"2009","Germany (until 1990 former territory of the FRG)","Administration costs","Million units of national currency","30,089.20",""
"2009","Germany (until 1990 former territory of the FRG)","Administration costs","Percentage of gross domestic product (GDP)","1.2",""
"2009","Germany (until 1990 former territory of the FRG)","Administration costs","Percentage of total expenditure","4.01",""
"2009","Germany (until 1990 former territory of the FRG)","Other expenditure","Million euro","3,155.60",""
"2009","Germany (until 1990 former territory of the FRG)","Other expenditure","Million euro (at constant 2010 prices)","3,215.14",""
"2009","Germany (until 1990 former territory of the FRG)","Other expenditure","Euro per inhabitant","38.53",""
"2009","Germany (until 1990 former territory of the FRG)","Other expenditure","Euro per inhabitant (at constant 2010 prices)","39.26",""
