"TIME","GEO","INDIC_IL","SEX","AGE","Value","Flag and Footnotes"
"2008","Former Yugoslav Republic of Macedonia, the","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","65 years or over",":",""
"2008","Former Yugoslav Republic of Macedonia, the","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","Total",":",""
"2008","Former Yugoslav Republic of Macedonia, the","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","Less than 18 years",":",""
"2008","Former Yugoslav Republic of Macedonia, the","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","From 18 to 64 years",":",""
"2008","Former Yugoslav Republic of Macedonia, the","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","65 years or over",":",""
"2008","Serbia","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","Total",":",""
"2008","Serbia","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","Less than 18 years",":",""
"2008","Serbia","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","From 18 to 64 years",":",""
"2008","Serbia","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","65 years or over",":",""
"2008","Serbia","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","Total",":",""
"2008","Serbia","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","Less than 18 years",":",""
"2008","Serbia","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","From 18 to 64 years",":",""
"2008","Serbia","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","65 years or over",":",""
"2008","Serbia","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","Total",":",""
"2008","Serbia","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","Less than 18 years",":",""
"2008","Serbia","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","From 18 to 64 years",":",""
"2008","Serbia","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","65 years or over",":",""
"2008","Turkey","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","Total","25.8",""
"2008","Turkey","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","Less than 18 years","35.2",""
"2008","Turkey","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","From 18 to 64 years","21.5",""
"2008","Turkey","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","65 years or over","20.1",""
"2008","Turkey","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","25.4",""
